Region,Town,State,Business,Vertical,Need,Confidence,Website score,IT score,Evidence,Phone,Website,Address,Google Maps,Source,Status/Notes
SW Virginia,Richlands,VA,Richlands Record Exchange,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1-276-963-7037,https://www.facebook.com/RichlandsRECORDEXCHANGE/,140 Kents Ridge Road,https://www.google.com/maps/search/?api=1&query=Richlands%20Record%20Exchange%20Richlands%20VA,OSM,
SW Virginia,Blacksburg,VA,Professional Catering Inc.,trades,Website,High,4,0,Uses Flash (dead tech); Wix builder,+1-540-961-9800,https://professionalcateringinc.com/,913 Hethwood Boulevard,https://www.google.com/maps/search/?api=1&query=Professional%20Catering%20Inc.%20Blacksburg%20VA,OSM,
SW Virginia,Christiansburg,VA,AA Automatic Transmissions,auto,Website,High,3,1,Copyright stuck at 2023; WordPress 4.2 (outdated),+1 540-382-5959,https://aaautomatictransmissions.com/,591 Depot Street Northeast,https://www.google.com/maps/search/?api=1&query=AA%20Automatic%20Transmissions%20Christiansburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Bonomo's Clothiers,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1-540-951-8102,https://www.facebook.com/p/Bonomos-Clothiers-100057726150927/,860 University City Boulevard,https://www.google.com/maps/search/?api=1&query=Bonomo's%20Clothiers%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Top Nails,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1-540-951-3226,https://www.facebook.com/topnailsblacksburg,860 University City Boulevard,https://www.google.com/maps/search/?api=1&query=Top%20Nails%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,622 North,food,Website,High,3,1,Not mobile-friendly (no viewport meta); WordPress 3.7 (outdated),+1-540-951-1022,https://www.622north.com/,622 North Main Street,https://www.google.com/maps/search/?api=1&query=622%20North%20Blacksburg%20VA,OSM,
SW Virginia,Christiansburg,VA,Poppy's,food,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 540-230-4694,https://www.facebook.com/share/15vDnuaYTV/?mibextid=wwXIfr,317 Depot Street Northwest,https://www.google.com/maps/search/?api=1&query=Poppy's%20Christiansburg%20VA,OSM,
SW Virginia,Roanoke,VA,Pancho Mexican Restaurant,food,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 540 591 5274,https://www.facebook.com/panchomexican/,412 Roanoke Road,https://www.google.com/maps/search/?api=1&query=Pancho%20Mexican%20Restaurant%20Roanoke%20VA,OSM,
Western NC,Asheville,NC,Import Concepts 2,auto,Website,High,3,1,Copyright stuck at 2018; Uses free email for business (ashevillehondaacuraservice@gmail.com),+1-828-258-2256,https://importconcepts2.com/,1 Sawyer Road,https://www.google.com/maps/search/?api=1&query=Import%20Concepts%202%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Valentine Tattoo & Piercing,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+18285050400,https://www.instagram.com/valentinetattooavl/,1334 Patton Avenue,https://www.google.com/maps/search/?api=1&query=Valentine%20Tattoo%20%26%20Piercing%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Ay Caramba Mexican Grill & Bar,food,Website,High,4,0,Facebook/Instagram page instead of a real website,+18285050086,https://www.facebook.com/AyCarambaNorthAVL/,853 Merrimon Ave.,https://www.google.com/maps/search/?api=1&query=Ay%20Caramba%20Mexican%20Grill%20%26%20Bar%20Asheville%20NC,OSM,
Western NC,Hendersonville,NC,GypsyHeart,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 828-698-0060,https://www.facebook.com/pages/GypsyHeart/273222172701181,,https://www.google.com/maps/search/?api=1&query=GypsyHeart%20Hendersonville%20NC,OSM,
Western NC,Hendersonville,NC,Sherman's Sports,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 828-693-5422,https://www.facebook.com/pages/Shermans-Sports/119033984813912,,https://www.google.com/maps/search/?api=1&query=Sherman's%20Sports%20Hendersonville%20NC,OSM,
Western NC,Hendersonville,NC,CAKES DU-JOUR,food,Website,High,3,1,Not mobile-friendly (no viewport meta); Business email is cakesdujour@gmail.com,+1-828-694-0734,https://www.cakesdujour.com/,414 North Church Street,https://www.google.com/maps/search/?api=1&query=CAKES%20DU-JOUR%20Hendersonville%20NC,OSM,
Western NC,Hendersonville,NC,Carolina Mountain Artists Guild,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 828-696-0707,https://www.facebook.com/CarolinaArtists,,https://www.google.com/maps/search/?api=1&query=Carolina%20Mountain%20Artists%20Guild%20Hendersonville%20NC,OSM,
Western NC,Hendersonville,NC,Mean Mustard's Cafe,food,Website,High,3,1,Not mobile-friendly (no viewport meta); Business email is dianerosemond@yahoo.com,+1 828 698 8584,http://meanmrmustards.com/,,https://www.google.com/maps/search/?api=1&query=Mean%20Mustard's%20Cafe%20Hendersonville%20NC,OSM,
Western NC,Waynesville,NC,High Country Style,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 828-452-3611,https://www.facebook.com/HighCountryStyleWaynesville,,https://www.google.com/maps/search/?api=1&query=High%20Country%20Style%20Waynesville%20NC,OSM,
Western NC,Waynesville,NC,Turnabouts at Burr Studio,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 828-456-7400,https://www.facebook.com/pages/Turnabouts-at-Burr-Studio/201028546583085,,https://www.google.com/maps/search/?api=1&query=Turnabouts%20at%20Burr%20Studio%20Waynesville%20NC,OSM,
Western NC,Waynesville,NC,Main Street Perks,food,Website,High,4,0,Facebook/Instagram page instead of a real website,+1 828-456-8488,https://www.facebook.com/MainStreetPerks,,https://www.google.com/maps/search/?api=1&query=Main%20Street%20Perks%20Waynesville%20NC,OSM,
Western NC,Murphy,NC,Crane Creek Vineyards,trades,Website,High,3,1,Copyright stuck at 2023; WordPress 3.110 (outdated),+1-706-379-1236,https://www.cranecreekvineyards.com/,916 Crane Creek Road,https://www.google.com/maps/search/?api=1&query=Crane%20Creek%20Vineyards%20Murphy%20NC,OSM,
Western NC,Murphy,NC,Cane Creek Vineyards Tasting Room,trades,Website,High,3,1,Copyright stuck at 2023; WordPress 3.110 (outdated),+1-706-379-1236,https://www.cranecreekvineyards.com,,https://www.google.com/maps/search/?api=1&query=Cane%20Creek%20Vineyards%20Tasting%20Room%20Murphy%20NC,OSM,
Western NC,Boone,NC,Kevin's Kutz and Barber Shop,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+1-828-217-9308,https://www.facebook.com/kevinkutzbarbershop/,207 Winklers Creek Road,https://www.google.com/maps/search/?api=1&query=Kevin's%20Kutz%20and%20Barber%20Shop%20Boone%20NC,OSM,
Western NC,Spruce Pine,NC,Parkview Lodge & Cabins,hospitality,Website,High,3,1,Copyright stuck at 2018; Uses free email for business (parkview10345@gmail.com),+18287654787,https://www.parkviewlodge.com/,10345 Linville Falls Highway,https://www.google.com/maps/search/?api=1&query=Parkview%20Lodge%20%26%20Cabins%20Spruce%20Pine%20NC,OSM,
Western NC,Spruce Pine,NC,The Service Station,retail,Website,High,4,0,Facebook/Instagram page instead of a real website,+18287376822,https://www.facebook.com/crossnoreservicestation/,5142 Linville Falls Highway,https://www.google.com/maps/search/?api=1&query=The%20Service%20Station%20Spruce%20Pine%20NC,OSM,
Western NC,Spruce Pine,NC,Red Wolff Kitchen,food,Website,High,4,0,Facebook/Instagram page instead of a real website,+18286889332,https://www.instagram.com/redwolffkitchen/,144 Hemlock Drive,https://www.google.com/maps/search/?api=1&query=Red%20Wolff%20Kitchen%20Spruce%20Pine%20NC,OSM,
Western NC,Hickory,NC,Fresh Depot,food,Website,High,4,0,Facebook/Instagram page instead of a real website,+18282125111,https://www.facebook.com/TheFreshDepotLLC,4086 Hickory Boulevard,https://www.google.com/maps/search/?api=1&query=Fresh%20Depot%20Hickory%20NC,OSM,
Western NC,Hickory,NC,Jim Armstrong Subaru,auto,Website,High,3,1,Not mobile-friendly (no viewport meta); Uses free email for business (armstrongsubaru@yahoo.com),+1-888-473-5428,https://www.jimarmstrongsubaru.com/,2321 US 70 SW,https://www.google.com/maps/search/?api=1&query=Jim%20Armstrong%20Subaru%20Hickory%20NC,OSM,
NE Tennessee,Johnson City,TN,Open Doors Coffee,food,Website,High,3,0,Copyright stuck at 2022; Weebly builder,+1-423-268-2997,https://www.opendoorscoffee.com/,101 East 8th Avenue,https://www.google.com/maps/search/?api=1&query=Open%20Doors%20Coffee%20Johnson%20City%20TN,OSM,
NE Tennessee,Johnson City,TN,Vision Quest VR,retail,Website,High,3,0,Copyright stuck at 2019; GoDaddy site builder,+1-423-328-0346,https://visionquestvr.com/,1013 Hamilton Place,https://www.google.com/maps/search/?api=1&query=Vision%20Quest%20VR%20Johnson%20City%20TN,OSM,
NE Tennessee,Johnson City,TN,The Manhattan Bride,retail,Website,High,3,0,Copyright stuck at 2023; GoDaddy site builder,+1-423-839-3588,https://themanhattanbride.com/,316 East Main Street,https://www.google.com/maps/search/?api=1&query=The%20Manhattan%20Bride%20Johnson%20City%20TN,OSM,
NE Tennessee,Johnson City,TN,Mojo Skate Board Shop,retail,Website,High,3,0,Copyright stuck at 2023; GoDaddy site builder,+1-423-283-9455,https://mojoskateshop.com/,722 West Walnut Street,https://www.google.com/maps/search/?api=1&query=Mojo%20Skate%20Board%20Shop%20Johnson%20City%20TN,OSM,
NE Tennessee,Elizabethton,TN,Travelers Inn,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-543-3344,,,https://www.google.com/maps/search/?api=1&query=Travelers%20Inn%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,Ron's Small Engine Repair,trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+18287788187,,1024 Bristol Highway,https://www.google.com/maps/search/?api=1&query=Ron's%20Small%20Engine%20Repair%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,One Way Alternators and Starters,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+14235424010,,1023 Bristol Highway,https://www.google.com/maps/search/?api=1&query=One%20Way%20Alternators%20and%20Starters%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,Mike's Topline Auto Repair,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-518-1818,,1970 West Elk Avenue,https://www.google.com/maps/search/?api=1&query=Mike's%20Topline%20Auto%20Repair%20Elizabethton%20TN,OSM,
NE Tennessee,Kingsport,TN,Now or Never,retail,Website,High,3,0,Copyright stuck at 2023; Wix builder,+1-423-392-0161,https://www.nowornevergallery.com/,201 Broad Street,https://www.google.com/maps/search/?api=1&query=Now%20or%20Never%20Kingsport%20TN,OSM,
NE Tennessee,Kingsport,TN,West Arts Tattoo Studio,retail,Website,High,3,0,Not mobile-friendly (no viewport meta); Weebly builder,+14233675075,http://westartstattoostudio.weebly.com/,1805 North Eastman Road,https://www.google.com/maps/search/?api=1&query=West%20Arts%20Tattoo%20Studio%20Kingsport%20TN,OSM,
NE Tennessee,Kingsport,TN,Calhoun Motor Company,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+14235307001,,2607 Fort Henry Drive,https://www.google.com/maps/search/?api=1&query=Calhoun%20Motor%20Company%20Kingsport%20TN,OSM,
NE Tennessee,Elizabethton,TN,Stoney Creek Collision,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-542-4220,,768 TN-91,https://www.google.com/maps/search/?api=1&query=Stoney%20Creek%20Collision%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,Danny's Auto Glass & Upholstery,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-542-2201,,520 Hattie Avenue,https://www.google.com/maps/search/?api=1&query=Danny's%20Auto%20Glass%20%26%20Upholstery%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,Puerto Nuevo,food,Website,High,3,0,Copyright stuck at 2014; Wix builder,+1-423-543-1313,https://www.puertonuevobe.com,1361 Veterans Memorial Parkway,https://www.google.com/maps/search/?api=1&query=Puerto%20Nuevo%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,Eastside Auto Center,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-542-9600,,1447 Veterans Memorial Parkway,https://www.google.com/maps/search/?api=1&query=Eastside%20Auto%20Center%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,City Motors,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-542-9994,,4250 US 19E,https://www.google.com/maps/search/?api=1&query=City%20Motors%20Elizabethton%20TN,OSM,
NE Tennessee,Elizabethton,TN,Tennessee Auto Sales,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-460-8613,,425 East E Street,https://www.google.com/maps/search/?api=1&query=Tennessee%20Auto%20Sales%20Elizabethton%20TN,OSM,
NE Tennessee,Morristown,TN,ASP Window Tinting,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-586-2006,,,https://www.google.com/maps/search/?api=1&query=ASP%20Window%20Tinting%20Morristown%20TN,OSM,
Upstate/N SC,Greenville,SC,Especially Auto Services,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-235-0720,,2 Oneal Street,https://www.google.com/maps/search/?api=1&query=Especially%20Auto%20Services%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,PowerStar Auto,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-289-0600,,,https://www.google.com/maps/search/?api=1&query=PowerStar%20Auto%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,Welcome Creek Mobile Home,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-360-4738,,220 Old Grove Road,https://www.google.com/maps/search/?api=1&query=Welcome%20Creek%20Mobile%20Home%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,Advanced Transmissions,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-299-9600,,407 West Butler Road,https://www.google.com/maps/search/?api=1&query=Advanced%20Transmissions%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,University Inn,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 864 246 8981,,307 Highway 25 North,https://www.google.com/maps/search/?api=1&query=University%20Inn%20Greenville%20SC,OSM,
Upstate/N SC,Greer,SC,Moore Photography,trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-439-8561,,142 West Main Street,https://www.google.com/maps/search/?api=1&query=Moore%20Photography%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Gallego's Auto Sales LLC,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-363-6551,,,https://www.google.com/maps/search/?api=1&query=Gallego's%20Auto%20Sales%20LLC%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Dick Brooks Preowned,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-732-1051,,,https://www.google.com/maps/search/?api=1&query=Dick%20Brooks%20Preowned%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Lake Robinson RV Park,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-895-2500,,612 Groce Meadow Road,https://www.google.com/maps/search/?api=1&query=Lake%20Robinson%20RV%20Park%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Lake Robinson RV Park,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-895-2500,,638 Groce Meadow Road,https://www.google.com/maps/search/?api=1&query=Lake%20Robinson%20RV%20Park%20Greer%20SC,OSM,
Upstate/N SC,Spartanburg,SC,"Ad Craft Signs, Inc",trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-583-3530,,176 John B White Sr Boulevard,https://www.google.com/maps/search/?api=1&query=Ad%20Craft%20Signs%2C%20Inc%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,T&B Manufacturing and Fabrication,construction,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-809-6844,,131 Painter Road,https://www.google.com/maps/search/?api=1&query=T%26B%20Manufacturing%20and%20Fabrication%20Spartanburg%20SC,OSM,
Upstate/N SC,Easley,SC,Wheeler's Body Shop,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+18648591895,,1106 South 5th Street,https://www.google.com/maps/search/?api=1&query=Wheeler's%20Body%20Shop%20Easley%20SC,OSM,
Upstate/N SC,Seneca/Clemson,SC,Davis Bros Lumber Company,trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-882-8052,,299 Richland Road,https://www.google.com/maps/search/?api=1&query=Davis%20Bros%20Lumber%20Company%20Seneca%2FClemson%20SC,OSM,
Upstate/N SC,Rock Hill,SC,Economy Inn Ezpress,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-803-329-5252,,840 Riverview Road,https://www.google.com/maps/search/?api=1&query=Economy%20Inn%20Ezpress%20Rock%20Hill%20SC,OSM,
Upstate/N SC,Laurens,SC,Riverside Garage & Tire Inc,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-864-681-0082,,1521 West Main Street,https://www.google.com/maps/search/?api=1&query=Riverside%20Garage%20%26%20Tire%20Inc%20Laurens%20SC,OSM,
SE Kentucky,Pikeville,KY,Daniel Boone Motor Inn,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-606-432-0365,,150 Weddington Branch Road,https://www.google.com/maps/search/?api=1&query=Daniel%20Boone%20Motor%20Inn%20Pikeville%20KY,OSM,
SE Kentucky,Middlesboro,KY,Holiday Tires & Service,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-423-869-2755,,225 South Cumberland Drive,https://www.google.com/maps/search/?api=1&query=Holiday%20Tires%20%26%20Service%20Middlesboro%20KY,OSM,
SE Kentucky,Corbin,KY,David’s steak house,food,Website,High,3,0,Copyright stuck at 2022; GoDaddy site builder,+1-606-528-0063,https://davidssteakhouse.com/,125 W Corbin Bypass,https://www.google.com/maps/search/?api=1&query=David%E2%80%99s%20steak%20house%20Corbin%20KY,OSM,
SE Kentucky,Corbin,KY,Yamato Steak House,food,Website,High,3,0,Copyright stuck at 2021; Wix builder,+1 606-526-8883,https://yamatocorbin.com,14892 North US Highway 25 East,https://www.google.com/maps/search/?api=1&query=Yamato%20Steak%20House%20Corbin%20KY,OSM,
Southern WV,Welch,WV,Greg's Used Cars,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 304 873 3075,,14128 Rocket Boys Drive,https://www.google.com/maps/search/?api=1&query=Greg's%20Used%20Cars%20Welch%20WV,OSM,
Southern WV,Beckley,WV,Hamb's Auto Parts & Hardware Store,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+13049346431,,6461 Harper Road,https://www.google.com/maps/search/?api=1&query=Hamb's%20Auto%20Parts%20%26%20Hardware%20Store%20Beckley%20WV,OSM,
Southern WV,Beckley,WV,Fairchild Motor Company,auto,Website,High,3,0,Copyright stuck at 2019; Wix builder,+13048948710,https://www.fairchildmotorcompany.com/,260 Industrial Park Road,https://www.google.com/maps/search/?api=1&query=Fairchild%20Motor%20Company%20Beckley%20WV,OSM,
Southern WV,Hinton,WV,Otter & Oak,retail,Website,High,3,0,Copyright stuck at 2015; Wix builder,+1-304-466-4870,https://www.otterandoak.com/,302 2nd Avenue,https://www.google.com/maps/search/?api=1&query=Otter%20%26%20Oak%20Hinton%20WV,OSM,
Southern WV,Hinton,WV,Scooter's Garage,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-304-466-0481,,107 Doug Craft Road,https://www.google.com/maps/search/?api=1&query=Scooter's%20Garage%20Hinton%20WV,OSM,
Southern WV,Hinton,WV,Bridge Street Ashland,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 304-466-4500,,125 Bridge Street,https://www.google.com/maps/search/?api=1&query=Bridge%20Street%20Ashland%20Hinton%20WV,OSM,
Southern WV,Hinton,WV,BSA Preowned,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 304-309-5040,,300 Greenbrier Drive,https://www.google.com/maps/search/?api=1&query=BSA%20Preowned%20Hinton%20WV,OSM,
Southern WV,Hinton,WV,Kenny's Garage,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 304-309-5570,,290 Main Street,https://www.google.com/maps/search/?api=1&query=Kenny's%20Garage%20Hinton%20WV,OSM,
Southern WV,Logan,WV,Mac's Service Center,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 304-583-6585,,1286 Huff Creek Highway,https://www.google.com/maps/search/?api=1&query=Mac's%20Service%20Center%20Logan%20WV,OSM,
Southern WV,Logan,WV,Topping & Sons,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-304-752-6624,,1100 2nd Avenue,https://www.google.com/maps/search/?api=1&query=Topping%20%26%20Sons%20Logan%20WV,OSM,
SW Virginia,Bristol,VA,Puerto Nuevo Freshmex & Seafood,food,Website,High,3,0,Copyright stuck at 2014; Wix builder,+1-276-494-0707,https://www.puertonuevobe.com,3168 Linden Drive,https://www.google.com/maps/search/?api=1&query=Puerto%20Nuevo%20Freshmex%20%26%20Seafood%20Bristol%20VA,OSM,
SW Virginia,Abingdon,VA,Highlands Motor Co,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 276-525-4096,,550 West Main Street,https://www.google.com/maps/search/?api=1&query=Highlands%20Motor%20Co%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Abingdon Auto Specialist,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 276-623-8168,,,https://www.google.com/maps/search/?api=1&query=Abingdon%20Auto%20Specialist%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Highlands Air Conditioning & Electrical,trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 276-525-4186,,,https://www.google.com/maps/search/?api=1&query=Highlands%20Air%20Conditioning%20%26%20Electrical%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Hilt's Garage,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-628-6316,,208 Deadmore Street Southeast,https://www.google.com/maps/search/?api=1&query=Hilt's%20Garage%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Budget Inn,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-628-7106,,15886 Porterfield Highway,https://www.google.com/maps/search/?api=1&query=Budget%20Inn%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,American Mountain Technologies LLC,trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+12766444140,,17403 Lee Highway,https://www.google.com/maps/search/?api=1&query=American%20Mountain%20Technologies%20LLC%20Abingdon%20VA,OSM,
SW Virginia,Galax,VA,John's Tires,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-238-0577,,527 East Stuart Drive,https://www.google.com/maps/search/?api=1&query=John's%20Tires%20Galax%20VA,OSM,
SW Virginia,Norton/Wise,VA,Collins Auto & Towing,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-328-6615,,531 West Main Street,https://www.google.com/maps/search/?api=1&query=Collins%20Auto%20%26%20Towing%20Norton%2FWise%20VA,OSM,
SW Virginia,Lebanon,VA,Town and Country Motor Lodge,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-889-2772,,88 Town and Country Drive,https://www.google.com/maps/search/?api=1&query=Town%20and%20Country%20Motor%20Lodge%20Lebanon%20VA,OSM,
SW Virginia,Lebanon,VA,P&P Tractor Repair,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-794-7806,,28601 US Highway 58,https://www.google.com/maps/search/?api=1&query=P%26P%20Tractor%20Repair%20Lebanon%20VA,OSM,
SW Virginia,Lebanon,VA,Town & Country Motor Lodge,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-889-2772,,88 Town and Country Drive,https://www.google.com/maps/search/?api=1&query=Town%20%26%20Country%20Motor%20Lodge%20Lebanon%20VA,OSM,
SW Virginia,Richlands,VA,Kidd Tire Auto Parts,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-963-1700,,2525 Front Street,https://www.google.com/maps/search/?api=1&query=Kidd%20Tire%20Auto%20Parts%20Richlands%20VA,OSM,
SW Virginia,Richlands,VA,Mike's Tire Sales,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 276-963-8117,,,https://www.google.com/maps/search/?api=1&query=Mike's%20Tire%20Sales%20Richlands%20VA,OSM,
SW Virginia,Tazewell,VA,Continental,trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 276-988-9641,,,https://www.google.com/maps/search/?api=1&query=Continental%20Tazewell%20VA,OSM,
SW Virginia,Tazewell,VA,Fincastle Motor Inn,hospitality,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-276-988-2531,,1690 Fincastle Turnpike,https://www.google.com/maps/search/?api=1&query=Fincastle%20Motor%20Inn%20Tazewell%20VA,OSM,
SW Virginia,Blacksburg,VA,Not Your Mama's Pasta,food,Website,High,3,0,Copyright stuck at 2020; Wix builder,+1-540-558-5871,https://www.notyourmamaspasta.com/,301 South Main Street,https://www.google.com/maps/search/?api=1&query=Not%20Your%20Mama's%20Pasta%20Blacksburg%20VA,OSM,
SW Virginia,Christiansburg,VA,Main Street Automotive Cambria,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 540-382-8927,,615 Depot Street Northeast,https://www.google.com/maps/search/?api=1&query=Main%20Street%20Automotive%20Cambria%20Christiansburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Moore's Body & Mechanical,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-540-552-5373,,821 Kabrich Street,https://www.google.com/maps/search/?api=1&query=Moore's%20Body%20%26%20Mechanical%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,The Blacksburg Tavern,food,Website,High,3,0,Copyright stuck at 2018; GoDaddy site builder,+1-540-552-8876,https://theblacksburgtavern.com/,105 South Main Street,https://www.google.com/maps/search/?api=1&query=The%20Blacksburg%20Tavern%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Old Dominion Flagstone,trades,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-540-553-0511,,3454 Prices Fork Road,https://www.google.com/maps/search/?api=1&query=Old%20Dominion%20Flagstone%20Blacksburg%20VA,OSM,
SW Virginia,Radford,VA,Thompson Tire,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-540-639-2451,,102 West Main Street,https://www.google.com/maps/search/?api=1&query=Thompson%20Tire%20Radford%20VA,OSM,
SW Virginia,Pulaski,VA,Shelor Pulaksi Motor Mile,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1 540-440-8269,,1004 East Main Street,https://www.google.com/maps/search/?api=1&query=Shelor%20Pulaksi%20Motor%20Mile%20Pulaski%20VA,OSM,
SW Virginia,Pulaski,VA,Duncan Suzuki,auto,Website,Verify,3,0,No website listed (OSM) — verify with a quick Google/call,+1-540-440-5859,,1001 East Main Street,https://www.google.com/maps/search/?api=1&query=Duncan%20Suzuki%20Pulaski%20VA,OSM,
